Coin,Trades,Total P&L,Win Rate,Avg P&L/Trade,Best Trade,Worst Trade
BNB,37,921.2617923999986,67.56756756756756,24.898967362162125,390.46871500000003,-1092.796800000003
SOL,57,243.18511059999406,47.368421052631575,4.266405449122703,1463.5337599999998,-1848.023730000001
DOGE,19,-100.98572825000112,31.57894736842105,-5.315038328947427,366.18074999999976,-229.19091000000074
BTC,23,-357.5478125,47.82608695652174,-15.545557065217393,149.577085,-262.590775
ETH,48,-2956.7155044999995,45.83333333333333,-61.59823967708332,415.00255500000213,-1591.7462999999968
XRP,40,-7731.381357750009,22.5,-193.2845339437502,201.72622249999964,-1911.0481500000055
